sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
pre_event_6h,6,11,high,1,0,0,1,360.000,2020-06-20T22:00:00Z,2020,6,22,0,18.200,16.180,2.020,88.000,330.000,8.000,,10000.000,1012.000,3300.000,,7.000,5.000,0,0,0,0,13,4,1100.000,8.000,2200.000,2.020,10000.000,3,-0.010,0.000,971.429,8.000,2200.000,1.510,8000.000,7,-0.146,857.143,115.385,10.000,2200.000,1.510,8000.000,13,-0.640,-65.934,18.200,16.200,2.000,88.100,330.000,4.000,10000.000,800.000,7.000,33.000,False,False,False,0.000,2020-06-21T04:00:00Z,2020-06-21T04:30:00Z,2020-06-21T03:30:00Z,2020-06-21T05:00:00Z,0.500,high,3000.000
pre_event_3h,3,11,high,1,0,0,1,180.000,2020-06-21T01:00:00Z,2020,6,1,1,17.700,16.210,1.490,91.000,310.000,6.000,,,1012.000,,,,,0,0,0,0,13,2,,6.000,3900.000,1.320,,3,0.170,,-200.000,8.000,500.000,1.150,10000.000,7,-0.139,,-306.840,8.000,500.000,1.150,8000.000,13,-0.158,857.143,17.700,16.200,1.500,90.900,310.000,3.000,,3000.000,,,False,False,False,0.000,2020-06-21T04:00:00Z,2020-06-21T04:30:00Z,2020-06-21T03:30:00Z,2020-06-21T05:00:00Z,0.500,high,3000.000
pre_event_1h,1,11,high,1,0,0,1,60.000,2020-06-21T03:00:00Z,2020,6,3,1,17.500,16.190,1.310,92.000,340.000,6.000,,,1012.000,900.000,900.000,,,0,0,0,0,13,0,600.000,6.000,300.000,1.150,,3,0.160,,-1086.792,6.000,300.000,1.150,,7,-0.075,,-1080.842,6.000,300.000,1.150,10000.000,13,-0.138,-0.000,17.500,16.200,1.300,92.100,340.000,3.000,,3000.000,,,False,False,False,0.000,2020-06-21T04:00:00Z,2020-06-21T04:30:00Z,2020-06-21T03:30:00Z,2020-06-21T05:00:00Z,0.500,high,3000.000
control,6,0,control,0,0,0,0,,2020-06-21T22:30:00Z,2020,6,22,0,18.400,17.250,1.150,93.000,320.000,12.000,,,1015.000,,,,,0,0,0,0,13,6,,12.000,8000.000,1.150,10000.000,3,0.000,-0.000,-2285.714,10.000,8000.000,0.980,10000.000,7,0.085,-0.000,2130.435,8.000,1300.000,0.980,4000.000,13,-0.311,888.112,18.000,16.500,1.500,91.000,310.000,6.000,10000.000,1750.000,7.000,31.000,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2020-06-23T01:00:00Z,2020,6,1,1,13.500,11.380,2.120,87.000,280.000,10.000,,,1020.000,,,,,0,0,0,0,12,0,,10.000,,2.120,,3,-0.360,,,10.000,,2.120,10000.000,6,-0.413,,,10.000,,2.120,10000.000,12,-0.533,-0.000,13.500,11.400,2.100,87.100,280.000,5.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,12,high,1,0,1,0,360.000,2020-06-23T13:30:00Z,2020,6,13,0,14.700,11.660,3.040,82.000,250.000,8.000,,10000.000,1022.000,7400.000,,7.000,4.000,0,0,0,0,15,3,-631.462,16.000,4600.000,3.040,6000.000,5,-6.668,345.853,-2641.863,16.000,4600.000,3.040,6000.000,9,-1.791,-532.519,-1904.099,16.000,4600.000,3.040,6000.000,15,-0.448,-228.394,15.000,10.600,4.400,75.000,320.000,8.000,8000.000,800.000,7.000,32.000,False,False,False,30.000,2020-06-23T19:30:00Z,2020-06-23T20:00:00Z,2020-06-23T19:00:00Z,2020-06-23T20:30:00Z,0.500,high,10000.000
pre_event_3h,3,12,high,1,0,1,0,180.000,2020-06-23T16:30:00Z,2020,6,16,0,17.400,13.720,3.680,79.000,210.000,4.000,,10000.000,1022.000,10000.000,,7.000,2.000,0,0,0,0,15,3,2700.000,4.000,7300.000,3.680,10000.000,3,-0.180,0.000,792.857,6.000,7300.000,2.870,10000.000,7,0.309,-0.000,-511.881,14.000,4600.000,2.870,6000.000,15,-1.168,69.749,17.100,13.000,4.100,76.800,250.000,2.000,10000.000,1250.000,7.000,25.000,False,False,False,30.000,2020-06-23T19:30:00Z,2020-06-23T20:00:00Z,2020-06-23T19:00:00Z,2020-06-23T20:30:00Z,0.500,high,10000.000
pre_event_1h,1,12,high,1,0,1,0,60.000,2020-06-23T18:30:00Z,2020,6,18,0,17.200,14.290,2.910,83.000,230.000,4.000,,10000.000,1022.000,7000.000,,6.000,4.000,0,0,0,0,15,4,-1700.000,4.000,7000.000,2.910,10000.000,3,-0.190,0.000,-585.714,4.000,7000.000,2.910,10000.000,7,-0.409,-0.000,291.357,6.000,4600.000,2.870,6000.000,15,-0.617,231.871,17.200,14.300,2.900,83.100,200.000,2.000,10000.000,1250.000,6.000,,False,False,False,30.000,2020-06-23T19:30:00Z,2020-06-23T20:00:00Z,2020-06-23T19:00:00Z,2020-06-23T20:30:00Z,0.500,high,10000.000
control,6,0,control,0,0,0,0,,2020-06-24T13:00:00Z,2020,6,13,0,22.500,17.850,4.650,75.000,40.000,8.000,,10000.000,1022.000,10000.000,,7.000,3.000,0,0,0,1,13,5,0.000,8.000,10000.000,3.790,10000.000,3,0.860,0.000,214.286,6.000,9000.000,2.380,10000.000,7,0.826,-0.000,1038.462,6.000,1500.000,1.810,10000.000,13,0.453,0.000,22.500,17.900,4.600,75.200,40.000,4.000,5000.000,1250.000,7.000,4.000,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-06-24T19:30:00Z,2020,6,19,0,20.500,17.320,3.180,82.000,10.000,8.000,,10000.000,1022.000,5700.000,,7.000,7.000,0,0,0,0,13,1,-300.000,10.000,5700.000,3.180,10000.000,3,-1.210,0.000,-307.143,8.000,5700.000,2.800,10000.000,7,-0.108,-0.000,-867.033,8.000,5700.000,2.800,10000.000,13,-0.578,0.000,20.900,17.100,3.800,78.900,0.000,5.000,10000.000,1750.000,7.000,36.000,False,False,False,30.000,,,,,,,
pre_event_6h,6,13,high,1,0,0,1,360.000,2020-06-26T22:00:00Z,2020,6,22,0,17.200,15.890,1.310,92.000,100.000,8.000,,10000.000,1014.000,,,7.000,7.000,0,0,0,0,13,6,,8.000,,1.140,10000.000,3,0.170,0.000,-0.000,10.000,10000.000,1.140,10000.000,7,-0.171,-0.000,-0.000,8.000,10000.000,1.140,8000.000,13,-0.105,153.846,16.200,14.700,1.500,90.800,100.000,4.000,10000.000,3000.000,7.000,10.000,True,False,False,0.000,2020-06-27T04:00:00Z,2020-06-27T04:30:00Z,2020-06-27T03:30:00Z,2020-06-27T05:00:00Z,0.500,high,4000.000
pre_event_3h,3,13,high,1,0,0,1,180.000,2020-06-27T01:00:00Z,2020,6,1,1,15.000,14.040,0.960,94.000,70.000,4.000,,,1013.000,,,,,0,0,0,0,12,0,,6.000,,0.960,,3,-0.330,,,6.000,,0.960,10000.000,6,-0.150,,-0.000,8.000,10000.000,0.960,10000.000,12,-0.090,0.000,15.000,14.000,1.000,93.700,70.000,2.000,,3000.000,,,False,False,False,0.000,2020-06-27T04:00:00Z,2020-06-27T04:30:00Z,2020-06-27T03:30:00Z,2020-06-27T05:00:00Z,0.500,high,4000.000
pre_event_1h,1,13,high,1,0,0,1,60.000,2020-06-27T03:00:00Z,2020,6,3,1,16.000,15.030,0.970,94.000,70.000,4.000,,,1012.000,6900.000,6900.000,,,0,0,0,0,12,0,,4.000,6900.000,0.800,,3,0.170,,-2266.667,4.000,6900.000,0.800,,7,-0.101,,-2266.667,6.000,6900.000,0.800,10000.000,12,-0.083,-0.000,16.000,15.100,0.900,94.400,70.000,2.000,,3000.000,,,False,False,False,0.000,2020-06-27T04:00:00Z,2020-06-27T04:30:00Z,2020-06-27T03:30:00Z,2020-06-27T05:00:00Z,0.500,high,4000.000
control,3,0,control,0,0,0,0,,2020-06-28T02:30:00Z,2020,6,2,1,18.100,14.980,3.120,82.000,190.000,4.000,,,1010.000,,,,,0,0,0,0,13,0,,4.000,,3.120,,3,-0.020,,,6.000,8200.000,3.120,,7,-0.281,,300.000,4.000,7900.000,3.120,10000.000,13,-0.244,-0.000,18.300,15.200,3.100,82.100,230.000,2.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-06-28T18:30:00Z,2020,6,18,0,21.600,18.200,3.400,81.000,280.000,8.000,,10000.000,1011.000,10000.000,,7.000,2.000,0,0,0,0,13,1,5600.000,12.000,4000.000,3.400,6000.000,3,-7.010,0.000,-4828.571,8.000,4000.000,3.400,6000.000,7,-3.495,-571.429,-4306.667,8.000,4000.000,3.400,6000.000,13,-1.286,-219.780,22.200,17.500,4.700,74.700,250.000,8.000,6000.000,1250.000,7.000,25.000,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2020-06-29T14:30:00Z,2020,6,14,0,17.600,15.050,2.550,85.000,260.000,2.000,,10000.000,1009.000,4000.000,,7.000,7.000,0,0,0,1,13,13,400.000,2.000,3600.000,2.550,10000.000,3,-0.760,0.000,-21.429,2.000,3600.000,2.550,10000.000,7,-0.217,-0.000,99.274,4.000,3100.000,2.550,10000.000,13,-0.138,0.000,18.000,14.300,3.700,79.000,10.000,0.000,10000.000,450.000,7.000,1.000,False,False,False,90.000,,,,,,,
control,3,0,control,0,0,0,0,,2020-07-05T01:00:00Z,2020,7,1,1,17.900,12.570,5.330,71.000,310.000,4.000,,,1012.000,8100.000,8100.000,,,0,0,0,0,12,0,-1300.000,10.000,8100.000,5.330,,3,-1.650,,-558.140,6.000,8100.000,5.330,,6,-1.088,,-595.225,6.000,8100.000,5.330,,12,-0.539,,17.900,12.600,5.300,71.200,310.000,2.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-07-07T17:30:00Z,2020,7,17,0,18.000,5.560,12.440,44.000,270.000,6.000,,10000.000,1015.000,,,3.000,2.000,0,0,0,0,13,0,,12.000,,12.440,10000.000,3,-1.120,0.000,,12.000,,12.440,10000.000,7,0.066,-0.000,0.000,14.000,8000.000,12.190,10000.000,13,0.046,0.000,19.000,5.100,13.900,40.000,280.000,6.000,10000.000,3000.000,3.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-07-09T03:00:00Z,2020,7,3,1,10.600,8.690,1.910,88.000,180.000,4.000,,,1016.000,,,,,0,0,0,0,13,0,,4.000,8100.000,1.750,,3,0.160,,400.000,8.000,7900.000,1.750,10000.000,7,-0.211,,400.000,8.000,7900.000,1.750,10000.000,13,-0.386,0.000,10.600,8.800,1.800,88.600,180.000,2.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,14,high,1,0,0,1,383.000,2020-07-09T12:00:00Z,2020,7,12,0,20.000,9.850,10.150,52.000,160.000,12.000,,10000.000,1015.000,9000.000,,6.000,4.000,0,0,0,0,13,0,0.000,10.000,9000.000,8.720,10000.000,3,1.430,0.000,357.143,10.000,3500.000,8.720,10000.000,7,0.239,-0.000,-10.989,10.000,3500.000,3.790,10000.000,13,0.919,0.000,20.000,9.900,10.100,52.200,160.000,6.000,10000.000,1250.000,6.000,,False,False,False,0.000,2020-07-09T18:23:00Z,2020-07-09T18:30:00Z,2020-07-09T18:00:00Z,2020-07-09T18:40:00Z,0.120,high,2500.000
pre_event_3h,3,14,high,1,0,0,1,203.000,2020-07-09T15:00:00Z,2020,7,15,0,18.200,11.740,6.460,66.000,180.000,6.000,,10000.000,1014.000,7000.000,,8.000,3.000,0,0,0,1,13,2,-500.000,8.000,7000.000,6.460,10000.000,3,-3.980,0.000,185.714,12.000,4300.000,6.460,10000.000,7,-1.085,-0.000,-127.473,10.000,3500.000,6.460,10000.000,13,-0.093,0.000,18.200,11.800,6.400,66.200,180.000,3.000,10000.000,1250.000,8.000,61.000,False,False,False,0.000,2020-07-09T18:23:00Z,2020-07-09T18:30:00Z,2020-07-09T18:00:00Z,2020-07-09T18:40:00Z,0.120,high,2500.000
pre_event_1h,1,14,high,1,0,0,1,83.000,2020-07-09T17:00:00Z,2020,7,17,0,16.900,13.040,3.860,78.000,120.000,8.000,,10000.000,1013.000,8000.000,,7.000,3.000,0,0,0,0,13,5,0.000,8.000,8000.000,3.670,8000.000,3,0.190,2000.000,321.429,8.000,7000.000,3.670,8000.000,7,-2.241,-142.857,-49.451,10.000,4300.000,3.670,8000.000,13,-1.198,-153.846,16.900,13.100,3.800,78.300,120.000,4.000,10000.000,1750.000,7.000,12.000,False,True,False,0.000,2020-07-09T18:23:00Z,2020-07-09T18:30:00Z,2020-07-09T18:00:00Z,2020-07-09T18:40:00Z,0.120,high,2500.000
control,3,0,control,0,0,0,0,,2020-07-14T15:00:00Z,2020,7,15,0,25.100,8.570,16.530,35.000,180.000,6.000,,10000.000,1014.000,,,4.000,4.000,0,0,0,0,13,0,,4.000,,16.530,10000.000,3,-0.870,0.000,,6.000,,15.640,10000.000,7,0.272,-0.000,,6.000,,12.230,10000.000,13,0.755,0.000,25.100,8.600,16.500,35.100,180.000,3.000,10000.000,2250.000,4.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2020-07-14T22:30:00Z,2020,7,22,0,16.200,8.910,7.290,62.000,140.000,6.000,,10000.000,1013.000,,,0.000,0.000,0,0,0,0,13,0,,6.000,,7.290,10000.000,3,-1.320,0.000,,6.000,,7.290,10000.000,7,-0.885,-0.000,,6.000,,7.290,10000.000,13,-1.789,0.000,17.300,9.000,8.300,58.200,150.000,3.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
pre_event_6h,6,15,high,1,0,0,1,360.000,2020-07-16T22:00:00Z,2020,7,22,0,13.900,12.450,1.450,91.000,330.000,6.000,,8000.000,1014.000,6000.000,,8.000,8.000,0,0,0,1,13,7,-1800.000,6.000,6000.000,1.450,8000.000,3,-0.680,-2000.000,271.429,8.000,4500.000,1.450,8000.000,7,-0.720,285.714,-942.857,8.000,4500.000,1.450,8000.000,13,-1.319,-153.846,13.900,12.500,1.400,91.300,330.000,3.000,8000.000,1750.000,8.000,61.000,False,False,False,0.000,2020-07-17T04:00:00Z,2020-07-17T05:00:00Z,2020-07-17T03:30:00Z,2020-07-17T05:30:00Z,1.000,high,5000.000
pre_event_3h,3,15,high,1,0,0,1,180.000,2020-07-17T01:00:00Z,2020,7,1,1,13.700,12.590,1.110,93.000,310.000,12.000,,,1014.000,7700.000,7700.000,,,0,0,0,0,13,10,-500.000,14.000,7700.000,1.110,,3,0.000,,1228.571,12.000,4500.000,1.110,7000.000,7,-0.086,-800.000,151.648,8.000,4500.000,1.110,7000.000,13,-0.413,-387.879,13.700,12.600,1.100,93.100,310.000,6.000,,3000.000,,,False,False,False,0.000,2020-07-17T04:00:00Z,2020-07-17T05:00:00Z,2020-07-17T03:30:00Z,2020-07-17T05:30:00Z,1.000,high,5000.000
pre_event_1h,1,15,high,1,0,0,1,60.000,2020-07-17T03:00:00Z,2020,7,3,1,13.300,12.190,1.110,93.000,310.000,4.000,,,1015.000,,,,,0,0,0,0,13,6,,4.000,7500.000,0.620,,3,0.490,,-457.143,8.000,7500.000,0.620,,7,-0.035,,297.983,8.000,4500.000,0.620,7000.000,13,-0.146,-1371.429,13.300,12.200,1.100,93.100,310.000,2.000,,3000.000,,,False,False,False,0.000,2020-07-17T04:00:00Z,2020-07-17T05:00:00Z,2020-07-17T03:30:00Z,2020-07-17T05:30:00Z,1.000,high,5000.000
control,6,0,control,0,0,0,0,,2020-07-22T12:00:00Z,2020,7,12,0,21.100,5.840,15.260,37.000,240.000,16.000,,10000.000,1019.000,,,4.000,4.000,0,0,0,0,13,0,,14.000,,13.030,10000.000,3,2.230,0.000,,14.000,,11.890,10000.000,7,0.819,-0.000,,14.000,,5.890,10000.000,13,1.427,0.000,21.100,6.300,14.800,38.200,240.000,8.000,10000.000,1750.000,4.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2020-08-01T01:00:00Z,2020,8,1,1,11.900,10.140,1.760,89.000,330.000,8.000,,,1018.000,,,,,0,0,0,0,13,0,,8.000,,1.760,,3,-0.340,,,8.000,,1.760,,7,-0.461,,,8.000,4400.000,1.760,,13,-0.635,,11.900,10.100,1.800,88.700,330.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,16,high,1,0,0,1,360.000,2020-08-03T04:30:00Z,2020,8,4,0,17.900,15.520,2.380,86.000,250.000,10.000,,8000.000,1010.000,7000.000,,7.000,2.000,0,0,0,1,13,1,200.000,8.000,6800.000,2.380,8000.000,3,-1.920,-4000.000,-2214.286,8.000,6700.000,2.380,8000.000,7,-1.271,-4000.000,-1003.876,4.000,6700.000,2.380,8000.000,13,-0.788,-4000.000,18.000,14.700,3.300,81.100,250.000,4.000,10000.000,2250.000,7.000,25.000,False,False,False,30.000,2020-08-03T10:30:00Z,2020-08-03T18:30:00Z,2020-08-03T10:00:00Z,2020-08-03T19:00:00Z,8.000,high,4000.000
pre_event_3h,3,16,high,1,0,0,1,180.000,2020-08-03T07:30:00Z,2020,8,7,0,17.800,16.140,1.660,90.000,290.000,6.000,,10000.000,1009.000,7000.000,,7.000,7.000,0,0,0,0,13,5,0.000,6.000,7000.000,1.660,8000.000,3,0.000,0.000,0.000,6.000,7000.000,1.660,8000.000,7,-0.219,428.571,-636.041,6.000,6700.000,1.660,8000.000,13,-0.899,142.857,17.900,16.200,1.700,89.800,280.000,3.000,8000.000,1750.000,7.000,28.000,False,False,False,30.000,2020-08-03T10:30:00Z,2020-08-03T18:30:00Z,2020-08-03T10:00:00Z,2020-08-03T19:00:00Z,8.000,high,4000.000
pre_event_1h,1,16,high,1,0,0,1,60.000,2020-08-03T09:30:00Z,2020,8,9,0,18.900,16.140,2.760,84.000,,2.000,,10000.000,1010.000,4000.000,,7.000,4.000,0,0,0,1,13,8,-1000.000,2.000,4000.000,1.840,10000.000,3,0.920,0.000,-1071.429,6.000,4000.000,1.660,8000.000,7,0.379,285.714,-415.385,6.000,4000.000,1.660,8000.000,13,-0.178,209.790,18.400,15.800,2.600,84.800,270.000,1.000,10000.000,1750.000,7.000,99.000,False,False,False,30.000,2020-08-03T10:30:00Z,2020-08-03T18:30:00Z,2020-08-03T10:00:00Z,2020-08-03T19:00:00Z,8.000,high,4000.000
control,1,0,control,0,0,0,0,,2020-08-05T09:30:00Z,2020,8,9,0,20.400,7.400,13.000,43.000,320.000,4.000,,10000.000,1020.000,,,3.000,1.000,0,0,0,0,13,0,,4.000,,11.950,10000.000,3,1.050,0.000,,2.000,,5.480,10000.000,7,2.719,-0.000,,4.000,,2.430,10000.000,13,1.996,0.000,20.100,8.200,11.900,46.300,270.000,1.000,10000.000,1250.000,3.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-08-06T06:30:00Z,2020,8,6,0,18.800,11.120,7.680,61.000,80.000,8.000,,10000.000,1024.000,,,1.000,1.000,0,0,0,0,13,0,,6.000,,5.050,10000.000,3,2.630,0.000,,6.000,,3.350,10000.000,7,1.402,-0.000,,6.000,,3.350,10000.000,13,0.400,-0.000,90.300,11.100,79.200,1.800,90.000,3.000,10000.000,3000.000,1.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2020-08-06T20:30:00Z,2020,8,20,0,20.700,12.660,8.040,60.000,40.000,8.000,,10000.000,1024.000,,,0.000,0.000,0,0,0,0,13,0,,8.000,,7.810,10000.000,3,-0.300,0.000,,8.000,,7.810,10000.000,7,-1.320,-0.000,,8.000,,7.810,10000.000,13,-1.241,0.000,21.000,13.200,7.800,61.000,40.000,4.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-08-07T01:30:00Z,2020,8,1,1,19.100,12.130,6.970,64.000,30.000,8.000,,,1024.000,,,,,0,0,0,0,13,0,,6.000,,6.740,,3,0.230,,,6.000,,6.250,10000.000,7,0.200,0.000,,8.000,,6.250,10000.000,13,-0.266,0.000,19.200,12.200,7.000,63.900,30.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2020-08-07T04:30:00Z,2020,8,4,0,17.600,12.280,5.320,71.000,50.000,6.000,,10000.000,1024.000,,,1.000,1.000,0,0,0,0,13,0,,6.000,,5.100,10000.000,3,0.220,0.000,-200.000,6.000,5800.000,4.900,10000.000,7,-0.408,0.000,-200.000,6.000,5800.000,4.900,10000.000,13,-0.272,0.000,17.300,40.300,-23.000,100.000,40.000,3.000,10000.000,1750.000,2.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2020-08-10T03:00:00Z,2020,8,3,1,17.600,14.680,2.920,83.000,300.000,2.000,,,1018.000,,,,,0,0,0,0,7,0,,2.000,,2.920,,3,-1.190,,,2.000,,2.920,,7,-0.540,,,2.000,,2.920,,7,-0.540,,17.600,14.900,2.700,84.200,300.000,1.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,17,high,1,0,1,0,360.000,2020-08-12T20:30:00Z,2020,8,20,0,18.700,10.270,8.430,58.000,60.000,4.000,,10000.000,1019.000,,,0.000,0.000,0,0,0,0,13,0,,4.000,,8.430,10000.000,3,-1.630,-0.000,,4.000,,8.430,10000.000,7,-2.269,0.000,,4.000,,8.430,10000.000,13,-1.748,-0.000,70.200,10.600,59.600,4.000,70.000,2.000,10000.000,3000.000,1.000,,False,False,False,30.000,2020-08-13T02:30:00Z,2020-08-13T04:30:00Z,2020-08-13T02:00:00Z,2020-08-13T05:00:00Z,2.000,high,10000.000
pre_event_3h,3,17,high,1,0,1,0,180.000,2020-08-12T23:30:00Z,2020,8,23,0,15.700,10.460,5.240,71.000,,2.000,,10000.000,1019.000,,,0.000,0.000,0,0,0,0,13,0,,2.000,,5.240,10000.000,3,-1.620,0.000,,4.000,,5.240,10000.000,7,-0.847,-0.000,,4.000,,5.240,10000.000,13,-1.453,0.000,16.100,10.000,6.100,67.100,270.000,1.000,10000.000,3000.000,0.000,,False,False,False,30.000,2020-08-13T02:30:00Z,2020-08-13T04:30:00Z,2020-08-13T02:00:00Z,2020-08-13T05:00:00Z,2.000,high,10000.000
pre_event_1h,1,17,high,1,0,1,0,60.000,2020-08-13T01:30:00Z,2020,8,1,0,13.600,9.640,3.960,77.000,,2.000,,10000.000,1018.000,,,0.000,0.000,0,0,0,0,13,0,,4.000,,3.960,10000.000,3,-1.040,0.000,,2.000,,3.960,10000.000,7,-0.861,-0.000,,4.000,,3.960,10000.000,13,-0.909,0.000,14.200,9.800,4.400,74.800,40.000,2.000,10000.000,3000.000,0.000,,False,False,False,30.000,2020-08-13T02:30:00Z,2020-08-13T04:30:00Z,2020-08-13T02:00:00Z,2020-08-13T05:00:00Z,2.000,high,10000.000
control,3,0,control,0,0,0,0,,2020-08-14T07:30:00Z,2020,8,7,0,24.200,11.850,12.350,46.000,70.000,8.000,,10000.000,1015.000,,,2.000,2.000,0,0,0,0,13,0,,8.000,,9.400,10000.000,3,2.950,0.000,,8.000,,5.240,10000.000,7,2.597,-0.000,,6.000,,5.240,10000.000,13,0.934,0.000,22.500,80.500,-58.000,100.000,80.000,5.000,10000.000,3000.000,2.000,,False,False,False,30.000,,,,,,,
pre_event_6h,6,18,high,1,0,1,0,360.000,2020-08-19T22:00:00Z,2020,8,22,0,16.500,10.130,6.370,66.000,360.000,4.000,,10000.000,1009.000,,,2.000,2.000,0,0,0,0,13,0,,8.000,,6.370,10000.000,3,-0.760,0.000,,4.000,,6.370,10000.000,7,-1.267,-0.000,,6.000,20000.000,6.370,10000.000,13,-1.712,0.000,16.500,10.100,6.400,65.900,0.000,2.000,10000.000,3000.000,2.000,,False,False,False,0.000,2020-08-20T04:00:00Z,2020-08-20T04:00:00Z,2020-08-20T03:30:00Z,2020-08-20T04:30:00Z,0.000,high,10000.000
pre_event_3h,3,18,high,1,0,1,0,180.000,2020-08-20T01:00:00Z,2020,8,1,1,14.900,12.040,2.860,83.000,300.000,6.000,,,1010.000,,,,,0,0,0,0,13,0,,6.000,,2.860,,3,-0.570,,,4.000,8400.000,2.860,10000.000,7,-1.231,,,4.000,8400.000,2.860,10000.000,13,-1.192,0.000,14.900,12.000,2.900,82.800,300.000,3.000,,3000.000,,,False,False,False,0.000,2020-08-20T04:00:00Z,2020-08-20T04:00:00Z,2020-08-20T03:30:00Z,2020-08-20T04:30:00Z,0.000,high,10000.000
pre_event_1h,1,18,high,1,0,1,0,60.000,2020-08-20T03:00:00Z,2020,8,3,1,14.000,12.040,1.960,88.000,300.000,4.000,,,1010.000,,,,,0,0,0,0,13,0,,4.000,,1.960,,3,-0.710,,,4.000,,1.960,,7,-0.434,,,4.000,8400.000,1.960,10000.000,13,-0.880,-0.000,14.000,12.000,2.000,87.700,300.000,2.000,,3000.000,,,False,False,False,0.000,2020-08-20T04:00:00Z,2020-08-20T04:00:00Z,2020-08-20T03:30:00Z,2020-08-20T04:30:00Z,0.000,high,10000.000
control,6,0,control,0,0,0,0,,2020-08-21T01:30:00Z,2020,8,1,1,15.700,9.590,6.110,67.000,130.000,4.000,,,1014.000,,,,,0,0,0,0,13,0,,4.000,,5.690,,3,-0.280,,,4.000,,5.490,,7,-0.889,,,4.000,,5.310,10000.000,13,-0.430,-0.000,16.200,10.600,5.600,69.400,130.000,2.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2020-08-21T23:30:00Z,2020,8,23,1,19.800,13.030,6.770,65.000,140.000,8.000,,,1013.000,,,,,0,0,0,0,13,0,,6.000,,6.770,,3,-0.230,,,6.000,,6.770,,7,-0.990,,,6.000,,6.770,,13,-1.246,,20.800,13.000,7.800,61.000,140.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2020-08-22T22:00:00Z,2020,8,22,1,19.200,17.340,1.860,89.000,180.000,4.000,,,1013.000,1700.000,1700.000,,,0,0,0,0,13,0,700.000,6.000,1000.000,1.860,,3,0.000,,71.429,8.000,800.000,1.500,,7,0.116,,-2492.500,8.000,800.000,1.500,,13,-0.129,,19.200,17.300,1.900,88.800,180.000,2.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2020-08-24T04:30:00Z,2020,8,4,0,14.400,10.800,3.600,79.000,240.000,10.000,,10000.000,1013.000,,,0.000,0.000,0,0,0,0,13,0,,10.000,,3.210,10000.000,3,0.390,0.000,,8.000,,3.210,10000.000,7,-0.451,0.000,,8.000,,3.210,10000.000,13,-0.723,0.000,14.000,10.800,3.200,81.100,230.000,5.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
