sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
pre_event_1h,1,403,high,1,1,0,1,60.000,2024-02-09T07:00:00Z,2024,2,7,0,0.000,-2.000,2.000,86.400,80.000,10.000,,9000.000,998.000,7000.000,,,,0,0,0,0,13,0,1400.000,10.000,6300.000,1.000,8000.000,3,1.000,-1000.000,157.143,6.000,6300.000,1.000,8000.000,7,0.143,-800.000,-369.707,6.000,6300.000,1.000,8000.000,13,-0.052,-800.000,,,,,,,,,,,,,,,2024-02-09T08:00:00Z,2024-02-09T13:30:00Z,2024-02-09T07:30:00Z,2024-02-09T14:00:00Z,5.500,high,900.000
control,1,0,control,0,0,0,0,,2024-02-10T07:30:00Z,2024,2,7,1,2.700,1.980,0.720,95.000,100.000,6.000,,,994.000,300.000,300.000,,,0,0,0,0,13,0,0.000,6.000,300.000,0.570,,3,0.150,,-0.000,6.000,300.000,0.420,,7,0.086,,12.727,6.000,200.000,0.420,,13,0.052,,2.900,2.200,0.700,95.200,100.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-10T15:30:00Z,2024,2,15,1,6.300,5.560,0.740,95.000,120.000,8.000,,,995.000,,,,,0,0,0,0,13,0,,8.000,100.000,0.740,,3,-0.150,,-140.000,6.000,100.000,0.740,,7,-0.054,,-21.818,8.000,100.000,0.730,,13,0.019,,5.600,5.200,0.400,97.300,110.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-10T23:00:00Z,2024,2,23,1,5.300,4.710,0.590,96.000,90.000,12.000,,,996.000,,,,,0,0,0,0,13,0,,12.000,,0.580,,3,0.010,,,8.000,,0.580,,7,0.002,,,8.000,,0.580,,13,-0.000,,5.300,4.700,0.600,95.900,90.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-11T04:30:00Z,2024,2,4,1,5.500,4.760,0.740,95.000,100.000,12.000,,,994.000,200.000,200.000,,,0,0,0,0,13,0,,14.000,200.000,0.730,,3,0.010,,,14.000,200.000,0.580,,7,0.033,,,12.000,200.000,0.580,,13,0.030,,4.100,3.400,0.700,95.200,100.000,7.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-11T10:00:00Z,2024,2,10,1,4.800,4.070,0.730,95.000,90.000,12.000,,,994.000,500.000,500.000,,,0,0,0,0,13,0,200.000,12.000,300.000,0.730,,3,-0.010,,71.429,12.000,200.000,0.730,,7,0.001,,53.436,12.000,100.000,0.720,,13,0.000,,4.800,4.100,0.700,95.200,90.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-11T23:30:00Z,2024,2,23,1,8.500,7.900,0.600,96.000,110.000,8.000,,,992.000,600.000,600.000,,,0,0,0,0,13,0,-400.000,8.000,600.000,0.600,,3,0.000,,165.116,8.000,400.000,0.590,,7,0.002,,87.143,8.000,200.000,0.440,,13,0.019,,7.600,7.000,0.600,96.000,100.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-12T02:00:00Z,2024,2,2,1,7.800,7.200,0.600,96.000,130.000,6.000,,,992.000,,,,,0,0,0,0,13,0,-400.000,8.000,400.000,0.600,,3,-0.150,,-154.286,8.000,400.000,0.600,,7,0.032,,-4.706,8.000,400.000,0.440,,13,0.026,,7.800,7.200,0.600,96.000,130.000,3.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-12T20:00:00Z,2024,2,20,0,6.000,3.000,3.000,81.100,240.000,14.000,,10000.000,1002.000,4000.000,,,,0,0,0,1,13,13,2000.000,14.000,2000.000,2.000,10000.000,3,1.000,0.000,578.571,10.000,2000.000,1.000,10000.000,7,0.786,-0.000,245.055,14.000,1900.000,1.000,10000.000,13,0.088,0.000,5.500,3.300,2.200,85.700,240.000,7.000,10000.000,800.000,8.000,60.000,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-13T04:30:00Z,2024,2,4,1,5.000,2.850,2.150,86.000,230.000,10.000,,,1009.000,,,,,0,0,0,0,13,1,-400.000,10.000,1600.000,2.150,,3,-0.500,,-40.000,12.000,1400.000,2.150,,7,-0.128,,-113.121,12.000,1400.000,2.150,10000.000,13,-0.094,,5.000,2.400,2.600,83.300,240.000,5.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-13T05:00:00Z,2024,2,5,0,5.000,3.000,2.000,86.900,250.000,12.000,,10000.000,1009.000,6000.000,,,,0,0,0,0,13,0,4400.000,10.000,1600.000,2.000,10000.000,3,-0.650,,1145.714,12.000,1400.000,2.000,10000.000,7,-0.245,,285.424,12.000,1400.000,2.000,10000.000,13,-0.117,,5.100,2.800,2.300,85.100,250.000,6.000,10000.000,450.000,7.000,25.000,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-13T18:00:00Z,2024,2,18,0,5.000,1.000,4.000,75.300,230.000,8.000,,10000.000,1018.000,5000.000,,,,0,0,0,0,13,0,300.000,8.000,4100.000,4.000,10000.000,3,-0.000,0.000,-21.429,8.000,4100.000,4.000,10000.000,7,-0.500,-0.000,145.055,10.000,3500.000,4.000,10000.000,13,-0.429,0.000,4.800,0.900,3.900,75.900,230.000,4.000,10000.000,1250.000,7.000,23.000,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-14T02:30:00Z,2024,2,2,1,0.100,-1.500,1.600,89.000,170.000,6.000,,,1020.000,,,,,0,0,0,0,13,0,600.000,6.000,7600.000,1.450,,3,0.000,,600.000,6.000,7600.000,1.450,,7,-0.025,,625.974,6.000,3700.000,1.450,10000.000,13,-0.296,-0.000,0.400,-1.000,1.400,90.300,160.000,2.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,404,high,1,0,0,1,360.000,2024-02-14T23:00:00Z,2024,2,23,1,5.400,3.250,2.150,86.000,190.000,8.000,,,1019.000,600.000,600.000,,,0,0,0,0,13,1,-600.000,8.000,600.000,2.000,10000.000,3,-0.850,-0.000,-1300.000,8.000,600.000,2.000,10000.000,7,-0.539,-0.000,-570.330,10.000,600.000,2.000,10000.000,13,-0.144,-0.000,5.400,3.300,2.100,86.300,190.000,4.000,,3000.000,,,False,False,False,0.000,2024-02-15T05:00:00Z,2024-02-15T09:30:00Z,2024-02-15T04:30:00Z,2024-02-15T10:00:00Z,4.500,high,2000.000
pre_event_3h,3,404,high,1,0,0,1,180.000,2024-02-15T02:00:00Z,2024,2,2,1,6.300,5.860,0.440,97.000,190.000,6.000,,,1018.000,300.000,300.000,,,0,0,0,0,13,0,100.000,6.000,200.000,0.440,,3,-0.150,,-117.143,8.000,200.000,0.440,,7,-0.551,,-721.893,8.000,200.000,0.440,10000.000,13,-0.605,-0.000,6.300,5.900,0.400,97.300,190.000,3.000,,3000.000,,,False,False,False,0.000,2024-02-15T05:00:00Z,2024-02-15T09:30:00Z,2024-02-15T04:30:00Z,2024-02-15T10:00:00Z,4.500,high,2000.000
pre_event_1h,1,404,high,1,0,0,1,60.000,2024-02-15T04:00:00Z,2024,2,4,1,6.300,6.010,0.290,98.000,180.000,8.000,,,1018.000,,,,,0,0,0,0,13,0,,8.000,300.000,0.290,,3,0.000,,51.429,6.000,200.000,0.290,,7,-0.096,,-144.697,8.000,200.000,0.290,10000.000,13,-0.406,-0.000,6.300,6.000,0.300,98.000,180.000,4.000,,3000.000,,,False,False,False,0.000,2024-02-15T05:00:00Z,2024-02-15T09:30:00Z,2024-02-15T04:30:00Z,2024-02-15T10:00:00Z,4.500,high,2000.000
control,1,0,control,0,0,0,0,,2024-02-18T05:00:00Z,2024,2,5,1,1.900,-1.710,3.610,77.000,240.000,4.000,,,1034.000,3000.000,3000.000,,,0,0,0,0,13,0,-200.000,4.000,3000.000,3.610,,3,-0.920,,-0.000,4.000,3000.000,2.760,,7,0.344,,-17.582,4.000,3000.000,2.270,,13,0.247,,1.900,-1.700,3.600,77.000,240.000,2.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,405,high,1,0,0,1,375.000,2024-02-19T02:00:00Z,2024,2,2,1,1.600,-1.820,3.420,78.000,130.000,12.000,,,1020.000,,,,,0,0,0,0,13,0,,14.000,12300.000,3.420,,3,0.000,,-840.000,12.000,12300.000,3.420,,7,-0.129,,-840.000,12.000,12300.000,3.420,,13,-0.105,,1.600,-1.800,3.400,78.100,130.000,6.000,,3000.000,,,False,False,False,0.000,2024-02-19T08:15:00Z,2024-02-19T13:00:00Z,2024-02-19T08:00:00Z,2024-02-19T13:30:00Z,4.750,high,2000.000
pre_event_3h,3,405,high,1,0,0,1,195.000,2024-02-19T05:00:00Z,2024,2,5,0,1.000,-1.000,2.000,86.500,150.000,8.000,,10000.000,1017.000,3300.000,,,,0,0,0,1,13,1,-2300.000,12.000,3300.000,2.000,10000.000,3,-1.240,,-1980.000,14.000,3300.000,2.000,10000.000,7,-0.354,,-1915.073,14.000,3300.000,2.000,10000.000,13,-0.192,,1.400,-1.300,2.700,82.200,150.000,4.000,10000.000,800.000,7.000,15.000,False,False,False,0.000,2024-02-19T08:15:00Z,2024-02-19T13:00:00Z,2024-02-19T08:00:00Z,2024-02-19T13:30:00Z,4.750,high,2000.000
pre_event_1h,1,405,high,1,0,0,1,75.000,2024-02-19T07:00:00Z,2024,2,7,0,1.000,-1.000,2.000,86.500,140.000,10.000,,10000.000,1016.000,4100.000,,,,0,0,0,0,13,1,-900.000,10.000,4100.000,2.000,10000.000,3,-0.000,0.000,-228.571,10.000,3300.000,2.000,10000.000,7,-0.419,0.000,-1243.478,12.000,3300.000,2.000,10000.000,13,-0.310,0.000,1.400,-0.800,2.200,85.300,140.000,5.000,10000.000,800.000,7.000,14.000,False,False,False,0.000,2024-02-19T08:15:00Z,2024-02-19T13:00:00Z,2024-02-19T08:00:00Z,2024-02-19T13:30:00Z,4.750,high,2000.000
control,3,0,control,0,0,0,0,,2024-02-20T05:30:00Z,2024,2,5,0,5.000,4.000,1.000,93.200,250.000,10.000,,10000.000,1017.000,3000.000,,,,0,0,0,0,13,0,-1400.000,10.000,3000.000,1.000,10000.000,3,-0.340,0.000,-6500.000,10.000,3000.000,1.000,10000.000,7,-0.139,0.000,507.487,10.000,1600.000,1.000,10000.000,13,-0.100,0.000,4.700,3.400,1.300,91.300,240.000,5.000,10000.000,1250.000,7.000,24.000,False,False,False,30.000,,,,,,,
pre_event_6h,6,406,high,1,0,0,1,360.000,2024-02-21T00:00:00Z,2024,2,0,1,5.000,3.960,1.040,93.000,220.000,8.000,,,1020.000,2800.000,2800.000,,,0,0,0,0,13,1,-700.000,8.000,2800.000,1.040,,3,-0.310,,-34.286,8.000,2700.000,1.000,10000.000,7,-0.368,0.000,-44.970,8.000,2700.000,1.000,10000.000,13,-0.389,-0.000,5.000,4.000,1.000,93.200,220.000,4.000,,3000.000,,,False,False,False,0.000,2024-02-21T06:00:00Z,2024-02-21T06:00:00Z,2024-02-21T05:30:00Z,2024-02-21T06:18:00Z,0.000,high,5000.000
pre_event_3h,3,406,high,1,0,0,1,180.000,2024-02-21T03:00:00Z,2024,2,3,1,5.200,4.010,1.190,92.000,220.000,8.000,,,1018.000,700.000,700.000,,,0,0,0,0,13,0,-200.000,8.000,700.000,1.040,,3,0.150,,-913.208,8.000,700.000,0.890,,7,0.075,,-371.526,8.000,700.000,0.890,10000.000,13,-0.149,-0.000,5.200,4.000,1.200,92.000,220.000,4.000,,3000.000,,,False,False,False,0.000,2024-02-21T06:00:00Z,2024-02-21T06:00:00Z,2024-02-21T05:30:00Z,2024-02-21T06:18:00Z,0.000,high,5000.000
pre_event_1h,1,406,high,1,0,0,1,60.000,2024-02-21T05:00:00Z,2024,2,5,0,5.000,4.000,1.000,93.200,190.000,8.000,,10000.000,1017.000,600.000,,,,0,0,0,1,13,1,-200.000,8.000,600.000,1.000,10000.000,3,-0.350,,-74.286,8.000,600.000,1.000,10000.000,7,0.026,,-585.277,8.000,600.000,0.890,10000.000,13,0.019,,5.100,3.900,1.200,92.000,190.000,4.000,10000.000,150.000,8.000,60.000,False,False,False,0.000,2024-02-21T06:00:00Z,2024-02-21T06:00:00Z,2024-02-21T05:30:00Z,2024-02-21T06:18:00Z,0.000,high,5000.000
control,6,0,control,0,0,0,0,,2024-02-21T23:00:00Z,2024,2,23,1,6.200,3.870,2.330,85.000,180.000,8.000,,,1009.000,4200.000,4200.000,,,0,0,0,0,13,0,0.000,8.000,4200.000,2.330,10000.000,3,-0.670,-0.000,-200.000,10.000,4200.000,2.000,10000.000,7,0.071,-0.000,-200.000,10.000,4200.000,2.000,10000.000,13,0.165,-0.000,6.200,3.900,2.300,85.200,180.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-23T02:00:00Z,2024,2,2,1,8.400,4.970,3.430,79.000,180.000,16.000,,,990.000,,,,,0,0,0,0,13,0,-1000.000,16.000,3400.000,3.430,,3,-0.360,,-520.000,16.000,3300.000,3.430,,7,-0.250,,-673.333,16.000,3300.000,3.430,10000.000,13,-0.080,-0.000,8.400,5.000,3.400,79.200,180.000,8.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-23T03:30:00Z,2024,2,3,1,8.400,5.850,2.550,84.000,190.000,16.000,,,990.000,6100.000,6100.000,,,0,0,0,0,13,0,1400.000,16.000,4700.000,2.540,,3,-0.700,,879.310,16.000,3400.000,2.540,,7,-0.429,,-148.082,16.000,3300.000,2.540,10000.000,13,-0.247,-0.000,8.200,5.700,2.500,84.300,180.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-23T15:00:00Z,2024,2,15,1,9.400,1.310,8.090,57.000,310.000,2.000,,,1000.000,,,,,0,0,0,0,13,0,,2.000,,8.090,10000.000,3,-0.910,-0.000,,8.000,,8.090,10000.000,7,-0.409,-0.000,2800.000,10.000,6000.000,7.000,10000.000,13,0.358,-0.000,9.400,1.300,8.100,57.000,310.000,1.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-23T23:00:00Z,2024,2,23,1,5.900,3.900,2.000,87.000,0.000,0.000,,,1002.000,,,,,0,0,0,0,13,0,,4.000,4600.000,2.000,,3,-0.670,,,6.000,4600.000,2.000,,7,-0.967,,-961.224,4.000,4600.000,2.000,,13,-0.478,,5.900,3.900,2.000,87.000,60.000,0.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-25T04:30:00Z,2024,2,4,1,0.300,-0.550,0.850,94.000,100.000,4.000,,,1010.000,,,,,0,0,0,0,13,0,,6.000,,0.850,,3,-0.300,,,6.000,24500.000,0.850,,7,-0.247,,-37.209,6.000,24500.000,0.850,,13,-0.332,,0.900,0.000,0.900,93.700,120.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,407,high,1,1,0,1,360.000,2024-02-25T23:00:00Z,2024,2,23,1,2.200,0.880,1.320,91.000,130.000,4.000,,,1006.000,,,,,0,0,0,0,13,0,,4.000,,1.180,,3,0.140,,-500.000,4.000,15200.000,1.180,,7,-0.391,,-500.000,4.000,15200.000,1.180,,13,-0.389,,2.200,1.000,1.200,91.800,130.000,2.000,,3000.000,,,False,False,False,0.000,2024-02-26T05:00:00Z,2024-02-26T07:00:00Z,2024-02-26T04:30:00Z,2024-02-26T07:30:00Z,2.000,high,300.000
pre_event_3h,3,407,high,1,1,0,1,180.000,2024-02-26T02:00:00Z,2024,2,2,1,0.100,-0.460,0.560,96.000,140.000,4.000,,,1006.000,,,,,0,0,0,0,13,0,,2.000,,0.560,,3,-0.150,,,4.000,,0.560,,7,-0.227,,-500.000,4.000,15200.000,0.560,,13,-0.292,,0.100,-0.400,0.500,96.400,140.000,2.000,,3000.000,,,False,False,False,0.000,2024-02-26T05:00:00Z,2024-02-26T07:00:00Z,2024-02-26T04:30:00Z,2024-02-26T07:30:00Z,2.000,high,300.000
pre_event_1h,1,407,high,1,1,0,1,60.000,2024-02-26T04:00:00Z,2024,2,4,1,-1.200,-1.760,0.560,96.000,0.000,0.000,,,1006.000,,,,,0,0,0,0,13,0,,2.000,,0.560,,3,0.000,,,2.000,,0.420,,7,-0.034,,,2.000,,0.420,,13,-0.142,,-1.200,-1.800,0.600,95.700,110.000,0.000,,3000.000,,,False,False,False,0.000,2024-02-26T05:00:00Z,2024-02-26T07:00:00Z,2024-02-26T04:30:00Z,2024-02-26T07:30:00Z,2.000,high,300.000
pre_event_6h,6,408,high,1,1,0,1,360.000,2024-02-26T23:00:00Z,2024,2,23,1,8.200,6.490,1.710,89.000,340.000,4.000,,,1009.000,2100.000,2100.000,,,0,0,0,0,13,0,-5900.000,6.000,2100.000,1.000,10000.000,3,0.710,-0.000,-5900.000,8.000,2100.000,1.000,10000.000,7,-0.919,-0.000,-5900.000,8.000,2100.000,1.000,10000.000,13,-0.777,-0.000,8.200,6.500,1.700,89.000,340.000,2.000,,3000.000,,,False,False,False,0.000,2024-02-27T05:00:00Z,2024-02-27T12:30:00Z,2024-02-27T04:30:00Z,2024-02-27T13:00:00Z,7.500,high,100.000
pre_event_3h,3,408,high,1,1,0,1,180.000,2024-02-27T02:00:00Z,2024,2,2,1,7.800,7.050,0.750,95.000,10.000,6.000,,,1010.000,8800.000,8800.000,,,0,0,0,0,13,0,6900.000,6.000,1900.000,0.750,,3,-0.160,,1517.143,4.000,1900.000,0.750,,7,-0.352,,-135.032,6.000,1900.000,0.750,10000.000,13,-0.441,-0.000,,,,,,,,,,,,,,,2024-02-27T05:00:00Z,2024-02-27T12:30:00Z,2024-02-27T04:30:00Z,2024-02-27T13:00:00Z,7.500,high,100.000
pre_event_1h,1,408,high,1,1,0,1,60.000,2024-02-27T04:00:00Z,2024,2,4,1,7.000,6.410,0.590,96.000,50.000,6.000,,,1010.000,400.000,400.000,,,0,0,0,0,13,0,-300.000,8.000,400.000,0.590,,3,-0.160,,-988.571,6.000,400.000,0.590,,7,-0.091,,-609.852,6.000,400.000,0.590,10000.000,13,-0.137,-0.000,,,,,,,,,,,,,,,2024-02-27T05:00:00Z,2024-02-27T12:30:00Z,2024-02-27T04:30:00Z,2024-02-27T13:00:00Z,7.500,high,100.000
pre_event_6h,6,409,high,1,0,0,1,360.000,2024-02-27T15:30:00Z,2024,2,15,0,9.000,6.000,3.000,81.500,340.000,4.000,,10000.000,1014.000,1200.000,,,,0,0,0,0,13,0,-200.000,4.000,1200.000,3.000,7000.000,3,0.000,3000.000,178.571,4.000,700.000,1.000,5000.000,7,0.643,1500.000,148.352,4.000,300.000,0.000,1500.000,13,0.462,1390.110,,,,,,,,,,,,,,,2024-02-27T21:30:00Z,2024-02-27T22:30:00Z,2024-02-27T21:00:00Z,2024-02-27T23:00:00Z,1.000,high,2000.000
pre_event_3h,3,409,high,1,0,0,1,180.000,2024-02-27T18:30:00Z,2024,2,18,0,7.000,6.000,1.000,93.400,360.000,4.000,,8000.000,1015.000,600.000,,,,0,0,0,0,13,0,-500.000,6.000,600.000,1.000,8000.000,3,-1.000,-2000.000,-2228.571,4.000,600.000,1.000,8000.000,7,-0.714,-714.286,136.264,4.000,600.000,1.000,5000.000,13,-0.110,549.451,,,,,,,,,,,,,,,2024-02-27T21:30:00Z,2024-02-27T22:30:00Z,2024-02-27T21:00:00Z,2024-02-27T23:00:00Z,1.000,high,2000.000
pre_event_1h,1,409,high,1,0,0,1,60.000,2024-02-27T20:30:00Z,2024,2,20,0,6.000,5.000,1.000,93.300,350.000,4.000,,8000.000,1016.000,400.000,,,,0,0,0,0,13,0,100.000,4.000,300.000,1.000,8000.000,3,-0.000,-1000.000,-228.571,4.000,300.000,1.000,8000.000,7,-0.214,-357.143,-670.330,4.000,300.000,1.000,7000.000,13,-0.429,-186.813,,,,,,,,,,,,,,,2024-02-27T21:30:00Z,2024-02-27T22:30:00Z,2024-02-27T21:00:00Z,2024-02-27T23:00:00Z,1.000,high,2000.000
pre_event_6h,6,410,high,1,0,0,1,360.000,2024-02-27T23:00:00Z,2024,2,23,1,5.300,4.860,0.440,97.000,360.000,4.000,,,1016.000,,,,,0,0,0,0,13,0,200.000,4.000,100.000,0.000,2000.000,3,-0.560,-2000.000,-85.714,4.000,100.000,0.000,2000.000,7,-0.263,-2742.857,-167.133,4.000,100.000,0.000,2000.000,13,-0.246,-1230.769,,,,,,,,,,,,,,,2024-02-28T05:00:00Z,2024-02-28T08:30:00Z,2024-02-28T04:30:00Z,2024-02-28T09:00:00Z,3.500,high,3000.000
pre_event_3h,3,410,high,1,0,0,1,180.000,2024-02-28T02:00:00Z,2024,2,2,1,4.500,4.070,0.430,97.000,310.000,2.000,,,1016.000,200.000,200.000,,,0,0,0,0,13,0,,4.000,200.000,0.430,,3,-0.010,,,4.000,200.000,0.430,,7,-0.002,,-24.398,4.000,100.000,0.000,2000.000,13,-0.086,-2742.857,4.500,4.100,0.400,97.200,310.000,1.000,,3000.000,,,False,False,False,0.000,2024-02-28T05:00:00Z,2024-02-28T08:30:00Z,2024-02-28T04:30:00Z,2024-02-28T09:00:00Z,3.500,high,3000.000
pre_event_1h,1,410,high,1,0,0,1,60.000,2024-02-28T04:00:00Z,2024,2,4,1,5.100,4.660,0.440,97.000,340.000,4.000,,,1016.000,300.000,300.000,,,0,0,0,0,13,0,0.000,4.000,300.000,0.290,,3,0.150,,51.429,4.000,200.000,0.290,,7,-0.010,,27.941,4.000,100.000,0.000,2000.000,13,-0.020,-2000.000,5.100,4.700,0.400,97.300,340.000,2.000,,3000.000,,,False,False,False,0.000,2024-02-28T05:00:00Z,2024-02-28T08:30:00Z,2024-02-28T04:30:00Z,2024-02-28T09:00:00Z,3.500,high,3000.000
pre_event_6h,6,411,high,1,0,0,1,360.000,2024-02-28T10:00:00Z,2024,2,10,0,6.000,5.000,1.000,93.300,320.000,6.000,,8000.000,1018.000,500.000,,,,0,0,0,0,13,6,0.000,4.000,500.000,0.000,6000.000,3,1.000,2000.000,35.714,4.000,400.000,0.000,5000.000,7,-0.071,1142.857,1.099,4.000,300.000,0.000,3000.000,13,0.123,800.000,5.700,4.700,1.000,93.300,320.000,3.000,8000.000,150.000,8.000,10.000,True,False,False,0.000,2024-02-28T16:00:00Z,2024-02-28T17:00:00Z,2024-02-28T15:30:00Z,2024-02-28T17:30:00Z,1.000,high,3000.000
pre_event_3h,3,411,high,1,0,0,1,180.000,2024-02-28T13:00:00Z,2024,2,13,0,7.000,5.000,2.000,87.100,290.000,6.000,,8000.000,1019.000,800.000,,,,0,0,0,0,13,4,0.000,6.000,800.000,2.000,7000.000,3,-0.000,1000.000,114.286,6.000,500.000,1.000,6000.000,7,0.429,142.857,79.121,6.000,400.000,0.000,5000.000,13,0.187,494.505,7.100,5.400,1.700,88.900,290.000,3.000,8000.000,250.000,8.000,10.000,True,False,False,0.000,2024-02-28T16:00:00Z,2024-02-28T17:00:00Z,2024-02-28T15:30:00Z,2024-02-28T17:30:00Z,1.000,high,3000.000
pre_event_1h,1,411,high,1,0,0,1,60.000,2024-02-28T15:00:00Z,2024,2,15,0,7.000,6.000,1.000,93.400,300.000,8.000,,8000.000,1019.000,800.000,,,,0,0,0,0,13,1,-100.000,6.000,700.000,1.000,8000.000,3,0.000,0.000,-7.143,6.000,700.000,1.000,7000.000,7,-0.286,214.286,63.736,6.000,500.000,0.000,6000.000,13,0.187,208.791,7.300,5.700,1.600,89.600,300.000,4.000,8000.000,250.000,8.000,10.000,True,False,False,0.000,2024-02-28T16:00:00Z,2024-02-28T17:00:00Z,2024-02-28T15:30:00Z,2024-02-28T17:30:00Z,1.000,high,3000.000
pre_event_6h,6,412,high,1,1,0,1,360.000,2024-02-28T23:00:00Z,2024,2,23,1,4.600,2.780,1.820,88.000,290.000,4.000,,,1022.000,1900.000,1900.000,,,0,0,0,0,13,0,200.000,6.000,1700.000,1.820,10000.000,3,-0.180,-0.000,514.286,10.000,700.000,1.000,8000.000,7,0.319,571.429,261.538,10.000,500.000,1.000,5000.000,13,0.175,783.217,4.600,2.800,1.800,88.100,290.000,2.000,,3000.000,,,False,False,False,0.000,2024-02-29T05:00:00Z,2024-02-29T12:30:00Z,2024-02-29T04:30:00Z,2024-02-29T13:00:00Z,7.500,high,100.000
pre_event_3h,3,412,high,1,1,0,1,180.000,2024-02-29T02:00:00Z,2024,2,2,1,7.800,7.050,0.750,95.000,10.000,6.000,,,1010.000,8800.000,8800.000,,,0,0,0,0,13,0,6900.000,6.000,1900.000,0.750,,3,-0.160,,1464.286,4.000,1900.000,0.750,,7,-0.416,,693.407,6.000,700.000,0.750,8000.000,13,-0.119,571.429,,,,,,,,,,,,,,,2024-02-29T05:00:00Z,2024-02-29T12:30:00Z,2024-02-29T04:30:00Z,2024-02-29T13:00:00Z,7.500,high,100.000
pre_event_1h,1,412,high,1,1,0,1,60.000,2024-02-29T04:00:00Z,2024,2,4,1,7.000,6.410,0.590,96.000,50.000,6.000,,,1010.000,400.000,400.000,,,0,0,0,0,13,0,-300.000,8.000,400.000,0.590,,3,-0.160,,-988.571,6.000,400.000,0.590,,7,-0.091,,21.732,6.000,400.000,0.590,10000.000,13,-0.272,-0.000,,,,,,,,,,,,,,,2024-02-29T05:00:00Z,2024-02-29T12:30:00Z,2024-02-29T04:30:00Z,2024-02-29T13:00:00Z,7.500,high,100.000
pre_event_6h,6,413,high,1,0,0,1,360.000,2024-02-29T15:30:00Z,2024,2,15,0,9.000,6.000,3.000,81.500,340.000,4.000,,10000.000,1014.000,1200.000,,,,0,0,0,0,13,0,-200.000,4.000,1200.000,3.000,7000.000,3,0.000,3000.000,178.571,4.000,700.000,1.000,5000.000,7,0.643,1500.000,148.352,4.000,300.000,0.000,1500.000,13,0.462,1390.110,,,,,,,,,,,,,,,2024-02-29T21:30:00Z,2024-02-29T22:30:00Z,2024-02-29T21:00:00Z,2024-02-29T23:00:00Z,1.000,high,2000.000
